,SeriousDlqin2yrs,RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents
1286,1,1.0085156,59,1,2.219737309,5633,23,0,4,0,0
1287,0,0,68,0,0.634674923,1614,9,0,1,0,1
1288,0,0.119775556,31,0,0.041959578,4551,3,1,0,0,0
1289,0,0.251354973,39,1,0.385015331,7500,7,0,1,0,1
1290,0,0.078912031,50,1,0.596621408,6333,7,0,1,0,0
1291,0,0.065464485,80,0,0.006854172,8461,1,0,0,0,0
1292,0,0.018856544,35,1,0.234095738,8000,11,0,0,0,0
1293,0,0.551440662,44,0,0.418147936,6975,14,0,2,0,1
1294,0,0.153327953,61,0,3851,NA,6,0,2,0,1
1295,0,0.020212314,55,0,0.302395774,5300,13,0,1,0,0
1296,0,0.239551535,51,0,0.357444651,5916,10,0,1,0,1
1297,1,0.9999999,34,0,0.254256527,6166,5,1,1,1,2
1298,0,0.024688074,45,0,0.199100928,6895,12,0,1,0,0
1299,0,0.796278584,44,0,2518,NA,6,5,1,2,4
1300,1,0.9999999,30,0,0.015108425,5625,2,0,0,0,1
1301,0,0.623875225,41,0,0.037185126,2500,2,0,0,0,1
1302,0,0.176443529,67,0,0.182522829,9417,15,0,2,0,0
1303,0,0,42,0,0.483205749,6400,3,0,1,0,4
1304,0,0.06769731,75,0,0.082053743,2083,11,0,0,0,0
1305,0,0.330939503,41,3,0.316851482,5500,6,0,1,0,2
1306,0,0.070324183,39,0,0.351426383,10445,12,0,1,0,4
1307,0,0.012739234,70,0,0.008663779,3000,6,0,0,0,0
1308,0,0.007868766,63,0,1448,NA,6,0,1,0,0
1309,0,0.019477727,41,0,0.365306454,6150,12,0,2,0,0
1310,0,0.447465042,59,0,0.496729238,7031,10,0,2,0,2
1311,0,0.987501953,52,0,3844,NA,12,0,2,0,0
1312,1,0.983078225,42,0,0.884470118,4500,17,0,2,0,2
1313,0,0,57,0,0,NA,12,0,0,0,0
1314,1,0.972150876,59,0,1.473797947,1850,12,0,2,0,0
1315,0,0.714456939,49,2,1.60215311,4179,15,0,3,0,3
1316,0,0.021614553,67,0,2290,NA,8,0,1,0,1
1317,0,0.073037127,49,0,0.249922094,6417,8,0,2,0,0
1318,0,0.575314156,59,0,0.653881071,4405,6,0,1,0,0
1319,0,0.086460416,27,0,1.055530875,2250,7,0,2,0,0
1320,0,0.254093195,57,0,0.457734957,5500,12,0,2,0,0
1321,0,0,67,0,0.031403337,2037,4,0,0,0,1
1322,0,0.433365292,32,1,0.619267168,4120,5,0,1,0,1
1323,0,0.122020904,59,0,153,NA,9,0,0,0,0
1324,0,0.288425263,77,0,0.533965245,2531,8,0,1,0,0
1325,0,0.195256512,48,0,0.484398217,5383,20,0,3,0,0
1326,0,0.846574881,45,0,0.158640227,6000,5,0,0,0,2
1327,0,0.123564228,45,0,0.202103511,13215,5,0,1,0,2
1328,0,0.007161678,82,0,3,NA,7,0,0,0,0
1329,0,0.011753293,63,0,0.104972376,3800,3,0,1,0,0
1330,0,0,59,0,1486,NA,4,0,1,0,2
1331,0,0.170685802,50,0,69,NA,5,0,0,0,3
1332,0,0.078534132,49,0,0.380691598,6390,7,0,1,0,0
1333,0,0.160060865,41,1,0.370769853,7416,8,1,1,0,1
1334,0,0.16351208,50,0,0.507061617,8000,14,0,4,0,3
1335,0,0.032008214,73,0,0.226599205,8300,11,0,2,0,0
1336,0,0.994133464,53,1,0.53749837,7666,10,0,1,0,0
1337,0,0.322649069,38,0,0.267259537,4272,5,0,2,0,0
1338,0,0.002983261,80,0,0.00012837,7789,2,0,0,0,0
1339,1,0.617025827,26,0,0.160912815,3417,5,0,0,0,0
1340,1,0.409985282,69,1,0.279980823,14600,15,0,2,0,0
1341,0,0.002427884,77,0,0.238471257,3165,13,0,1,0,0
1342,0,0.173948934,68,0,3015,NA,7,0,2,0,0
1343,0,0.04719764,74,0,0.37567161,9305,8,0,5,0,8
1344,0,0.202774562,59,0,6994,NA,23,0,3,0,2
1345,0,0.087406258,32,0,0.288977727,1750,8,0,0,0,2
1346,0,0,39,0,0.055915527,4166,5,0,0,0,0
1347,0,0.04569372,49,0,0.300174956,4000,14,0,1,0,1
1348,0,0.022780051,53,0,0.323067693,10000,14,0,2,0,1
1349,0,0.036934189,56,0,0.287934952,8362,8,0,1,0,2
1350,0,0,62,0,1463,NA,5,0,1,0,0
1351,0,0.832104651,47,0,0.754365541,11166,18,0,3,0,2
1352,0,0.644710579,27,0,0.087017653,6400,7,0,0,0,0
1353,0,0.472495626,42,0,0.381654964,11250,11,0,3,0,3
1354,0,0,43,0,3278,0,7,0,3,0,0
1355,0,0.017509173,59,0,0.365119461,9500,8,0,2,0,0
1356,0,0.09514671,30,0,0.262804799,7750,9,0,1,0,0
1357,0,0.111327624,32,0,0.37043826,6000,11,0,1,0,1
1358,0,0.279441118,57,0,0.001332889,3000,1,0,0,0,1
1359,0,0.170165967,42,0,0.005084401,4916,2,0,0,0,0
1360,0,0.525349959,44,0,0.265853034,11716,8,0,2,0,1
1361,0,0.00712519,67,1,0.186116269,7000,25,0,1,0,0
1362,0,0.871073356,35,0,0.390764509,7167,12,0,1,0,0
1363,0,0.099145861,72,0,2430,NA,23,0,2,0,1
1364,0,0.074231442,25,0,0.155248456,3400,4,0,0,0,0
1365,0,0.161644287,52,0,0.134433192,6121,8,0,0,0,0
1366,0,0,46,0,0.014388489,833,5,0,0,0,0
1367,0,0.685700235,44,0,0.372925415,5000,10,0,2,0,0
1368,0,0.011834818,47,0,0.684559617,6482,8,0,1,0,2
1369,0,0.018456616,53,0,0.248861238,9000,7,0,2,0,2
1370,0,0,37,0,0.372540812,7166,6,0,1,0,0
1371,0,0.001786497,87,0,0.010723861,1864,10,0,0,0,1
1372,0,0,65,0,7,NA,2,0,0,0,NA
1373,0,0.032924722,65,0,1.034372502,1250,21,0,1,0,0
1374,0,0.200990693,33,0,0.732948234,4500,7,0,1,0,0
1375,0,0.009985653,72,0,0.277165033,9791,8,0,2,0,0
1376,0,0.443944541,65,1,0.662545192,13829,19,0,3,0,1
1377,0,0.113400284,31,0,0.254913728,6664,9,0,2,0,0
1378,0,0,83,0,4,NA,5,0,0,0,0
1379,0,0.081353789,59,0,0.028554343,60200,13,0,1,0,1
1380,0,0.173713417,80,0,0.391101483,6000,7,0,2,0,0
1381,0,0.013095711,55,0,0.363039132,3500,10,0,2,0,0
1382,0,0.01519924,59,0,0.280407101,21910,5,0,4,0,1
1383,0,0.113955442,33,0,0.282588669,8683,7,0,2,0,1
1384,0,0.04296902,60,0,0.016795866,5417,9,0,0,0,0
1385,0,0.022440925,63,0,0.012506724,7435,19,0,0,0,0
1386,0,0.878880524,61,1,0.950642674,3889,19,0,1,0,1
1387,0,0.979195663,61,0,0.320731136,6400,7,0,1,0,0
1388,0,0.029406119,62,1,0.246739697,3833,10,0,0,0,0
1389,0,0,72,0,133,NA,8,0,1,0,0
1390,0,0.171691856,44,1,0.252374763,10000,7,0,2,0,2
1391,0,0.030053276,58,0,937,NA,5,0,1,0,0
1392,0,0.480988269,59,0,0.164019337,11583,18,0,1,0,1
1393,0,0.238235664,70,0,1252,NA,11,0,1,0,0
1394,0,0.006489024,67,0,0.099890231,12753,5,0,1,0,1
1395,0,0.010653436,39,0,0.00252605,3166,2,0,0,0,0
1396,0,0.241621668,40,0,3228,NA,11,0,2,0,0
1397,0,0.9999999,44,0,0.117095508,4585,1,0,0,0,5
1398,0,0.892003484,60,0,3955,NA,12,0,2,0,0
1399,0,0.635388319,44,1,0.429330591,11666,19,0,2,0,4
1400,0,0.018475688,49,0,0.162335066,2500,6,0,0,0,1
1401,1,0.82644118,38,0,0.6536804,5800,9,0,1,0,2
1402,0,0.299786422,76,0,0.138246215,3500,11,0,0,0,0
1403,0,0.654211301,37,0,0.26991654,10543,10,0,3,0,0
1404,0,0.877124547,56,1,0.389627295,14595,11,0,2,0,2
1405,1,0,67,0,0.345825195,16383,20,0,3,0,1
1406,0,0.46273576,64,0,0.575630741,8600,32,0,3,0,0
1407,0,0.9999999,44,0,0.514308746,2480,7,0,1,0,5
1408,0,0.268399353,38,0,0.507758759,6250,12,0,1,0,2
1409,0,0.002304248,73,0,4,NA,5,0,0,0,NA
1410,0,0,61,0,0.248972297,5594,7,0,2,0,0
1411,0,0.103318532,84,0,0.278180455,4000,12,0,0,0,0
1412,0,0.171134801,52,0,2574,NA,12,0,1,0,0
1413,0,0.625696469,50,3,0.55618104,4440,12,0,2,0,2
1414,0,0.00126708,40,0,0.730317064,2806,15,0,2,0,3
1415,0,0.028907777,41,0,0.768520892,3900,6,0,2,0,1
1416,0,0.029542412,82,0,0.018150601,4076,8,0,0,0,0
1417,0,0.10835629,63,0,0.005165806,6000,3,0,0,0,0
1418,0,0.004171309,66,0,0.304592315,3200,8,0,1,0,0
1419,0,0.016865792,63,1,496,NA,10,0,1,0,0
1420,0,0,59,0,0.160813579,6833,9,0,1,0,0
1421,0,0.324715615,58,2,0.104809516,5800,10,0,1,1,2
1422,0,0.080481775,38,0,0.273972603,10000,12,0,1,0,1
1423,1,0,41,1,0.526684164,8000,4,1,2,1,1
1424,0,0.017028691,72,0,0.068935962,8166,22,0,0,0,0
1425,0,0.008288705,64,0,0.002893975,3800,2,0,0,0,0
1426,0,1.089825848,60,1,0.63353639,3118,7,0,1,0,0
1427,0,0.199666147,49,1,0.684568131,10743,15,0,4,0,2
1428,0,0.487837796,41,0,0.249076288,4600,5,0,1,0,2
1429,0,0.003811909,50,0,0.362583537,24090,27,0,5,0,1
1430,0,0.033191773,57,0,0.283543291,5000,17,0,1,0,0
1431,0,0.9999999,34,0,0.196640721,2440,2,0,0,0,5
1432,0,0.3508041,43,0,125,NA,4,0,0,0,0
1433,0,0.9999999,52,0,0.001938402,4642,2,0,0,0,0
1434,0,0.68346203,48,0,0.129354508,3903,4,0,0,0,0
1435,0,0,53,0,1635,NA,6,0,1,0,2
1436,0,0.055606878,65,0,2965,NA,5,0,1,0,1
1437,0,0.380440179,58,0,0.321542384,6275,9,0,1,0,0
1438,0,0,43,0,2022,NA,3,0,1,0,1
1439,0,0,66,0,0.363573148,18694,16,0,5,0,0
1440,0,0.02329767,30,0,0.162629758,2600,6,0,0,0,0
1441,0,0.971002416,46,0,0.498110831,1587,3,2,0,1,0
1442,0,0,48,1,0.143671858,4558,8,0,0,0,0
1443,0,0.286564178,53,0,1.333712265,7916,17,0,7,0,0
1444,0,0.18805926,55,1,0.542411134,5316,19,0,1,0,2
1445,0,0.209546792,39,0,0.100164204,2435,12,0,0,0,0
1446,0,0.477140863,71,0,0.349572725,11350,11,0,3,0,0
1447,0,0.523570467,40,0,0.152938343,8303,7,0,1,0,2
1448,0,0.122830785,46,0,2162,NA,4,0,1,0,0
1449,0,0.2670805,51,0,0.841945289,6250,25,0,3,0,3
1450,0,0.460114066,29,0,558,NA,4,0,0,0,0
1451,0,0.363993614,45,0,0.248252006,13586,6,0,2,0,3
1452,0,0.857122203,64,0,0.469695416,9750,8,0,2,0,0
1453,0,0.027789211,52,0,0.226816225,7666,7,0,2,0,2
1454,0,0.002523689,89,0,1,NA,6,0,0,0,0
1455,0,0.822094232,76,0,325,NA,6,0,0,0,0
1456,0,0.353103186,45,0,0.878525593,6700,22,0,2,0,3
1457,0,0.444218359,44,1,0.478291378,11400,6,0,2,0,0
1458,0,0.673189544,35,0,0.424098921,3800,5,0,1,0,0
1459,0,0.180296867,62,0,1609,NA,11,0,1,0,0
1460,0,0.038953135,62,0,3024,NA,7,0,2,0,0
1461,0,0.55613391,36,0,0.151914167,4100,4,0,0,0,0
1462,0,0.057155929,60,0,0.224294881,6700,10,0,1,0,0
1463,0,0.212957409,61,0,0.49910018,5000,4,0,2,0,0
1464,0,0.037448128,73,0,2498,NA,4,0,2,0,0
1465,1,0.702381432,54,0,0.866732547,14166,21,0,6,0,3
1466,0,0,44,0,2648,NA,12,0,2,0,3
1467,0,0.196222729,67,0,0.158012596,7144,9,0,1,0,0
1468,0,0.620903668,42,0,1146,NA,14,0,0,0,3
1469,0,0.001499893,64,0,322,NA,12,0,0,0,0
1470,0,0.040857428,51,0,0.385322935,5000,9,0,1,0,0
1471,0,0.9999999,65,0,0.282883462,9335,10,0,2,1,2
1472,0,0.96673631,64,0,0.419895026,4000,8,0,2,0,0
1473,0,0.685583993,41,0,0.450440529,10895,13,0,5,0,1
1474,0,0.019999721,48,0,0.090381924,5000,11,0,1,0,0
1475,0,0.275748654,62,0,1348,NA,7,0,1,0,0
1476,0,0,60,0,0.254106556,7000,9,0,2,0,0
1477,0,0.9999999,51,0,1.123247319,8486,11,0,9,0,1
1478,0,0.004396358,80,0,0.23319682,4150,10,0,2,0,1
1479,0,0.216826619,56,1,0.854103343,3618,16,0,3,0,2
1480,0,0.205031355,39,0,0.602840353,4083,10,0,2,0,2
1481,0,0.9999999,36,0,0.082448854,6500,6,0,0,0,1
1482,0,0.555938038,53,0,0.451816271,3330,10,0,0,0,0
1483,0,0.002288418,66,0,0.000499917,6000,3,0,0,0,0
1484,0,0.088300431,35,0,3041,NA,8,0,1,0,0
1485,0,0.143187518,46,0,0.048500555,2700,3,0,0,0,0
1486,1,1.083405734,55,3,0.490218316,3526,10,0,1,1,1
1487,0,0.688665867,34,0,1.034152436,2400,12,0,1,0,3
1488,0,0.600289222,26,0,0.411100659,2125,3,0,0,0,0
1489,0,0.220222137,26,1,0.843945069,800,6,0,0,0,0
1490,0,0.030141422,52,0,0.090074333,2286,6,0,0,0,0
1491,0,0.239963423,58,0,0.195229306,7042,8,1,1,0,4
1492,0,0.443379207,42,0,1.412587413,1000,8,0,0,0,0
1493,0,0.198454901,51,0,0.246160694,4492,7,0,1,0,2
1494,0,0.439512098,66,0,0.027951606,2396,2,0,0,0,0
1495,0,0.270429421,62,0,0.477690571,9300,14,0,3,0,1
1496,0,0,87,0,0.01910828,6436,8,0,0,0,0
1497,0,0.023945636,63,0,0.032692543,8166,13,0,1,0,0
1498,0,0.570122822,30,0,0.737718568,1200,5,0,0,0,0
1499,0,0.9999999,47,0,2174,NA,1,0,1,0,NA
1500,0,0,57,0,0.324611033,4241,7,0,1,0,1
1501,0,0.128842063,37,0,0.44555542,8200,10,0,2,0,2
1502,0,0.339647837,65,0,0.265089623,8200,6,0,1,0,1
1503,0,0.014370016,69,0,0.432807679,5833,9,0,1,0,0
1504,0,0,61,0,2,NA,5,0,0,0,0
1505,0,0.511248875,38,1,0.476190476,4304,10,0,1,0,2
1506,0,0.16805774,43,0,0.313671582,4000,7,0,1,0,0
1507,0,0.005971329,54,0,0.280197575,4453,13,0,1,0,2
1508,0,0.123206192,44,0,0.643262895,4400,10,0,2,0,2
1509,0,0.003499865,48,0,0.32941435,9100,7,0,2,0,1
1510,0,0.054783369,63,0,0.099980004,5000,15,0,0,0,1
1511,0,0.041735628,46,0,0.036921329,7041,22,0,0,0,0
1512,1,0.9999999,42,0,31,NA,0,2,0,0,0
1513,0,0.386691448,41,3,0.276689324,2500,14,0,0,0,0
1514,0,0.956397524,35,2,3268,NA,15,0,1,0,0
1515,0,0.689770077,34,0,0.308230874,5855,5,0,2,1,0
1516,0,0.121532709,29,0,0.155711072,4000,4,0,0,0,0
1517,0,0.031140633,45,0,0.075146243,20000,9,0,0,0,0
1518,0,0.478720045,35,0,0.353107815,6000,7,0,1,0,0
1519,0,0.246369867,73,0,0.289518318,5895,5,0,1,0,0
1520,0,0.065788608,69,0,1234,NA,13,0,2,0,1
1521,0,0.351892829,45,0,0.563852484,3280,18,0,3,0,4
1522,0,0.430444733,53,0,0.281642229,8524,12,0,2,0,0
1523,0,0.033498604,29,0,0.450358041,5166,7,0,2,0,0
1524,0,0.072494634,74,0,0.523546435,3800,9,0,2,0,0
1525,0,0.072093448,63,1,0.673983917,4600,17,0,1,0,1
1526,0,0.418715107,35,0,0.114119117,2400,2,0,0,0,0
1527,0,0.088336591,43,0,0.216678332,10000,15,0,1,0,2
1528,0,0.457431884,42,1,0.700270556,8500,17,0,3,0,2
1529,0,0.029570959,80,0,0.048762191,1332,13,0,0,0,0
1530,0,0.168772615,58,0,0.289779829,10400,11,0,1,0,1
1531,0,0.032438862,86,0,0.141974187,5500,14,0,1,0,0
1532,0,0.9999999,28,0,0.154551135,4800,4,0,0,0,3
1533,0,0.83121405,42,0,0.105620649,17666,12,0,0,0,0
1534,0,0.063226971,59,0,0.263461966,13500,22,0,3,0,0
1535,0,0.019139302,43,0,8.007968127,250,11,0,1,0,2
1536,0,0.436410214,27,0,0.133777672,4200,5,0,0,1,0
1537,0,0.483301113,40,0,0.303013393,3583,11,0,1,0,2
1538,0,0.510293034,59,0,0.31697841,61000,13,0,2,0,1
1539,0,0.955236854,63,0,65,NA,1,0,0,0,2
1540,0,0.070741157,65,0,0.146763902,2193,5,0,0,0,0
1541,0,0.056334303,63,0,4542,NA,12,0,3,0,0
1542,0,0.55986436,63,0,0.589572193,2243,6,0,1,0,0
1543,0,0,30,0,0.149209191,3350,10,0,0,0,0
1544,0,0.200990429,45,0,1559,NA,5,0,1,0,0
1545,0,0.093446262,80,0,0.123590725,4700,14,0,0,0,0
1546,0,0.098019024,55,0,0.025917927,4166,7,0,0,0,1
1547,0,0.135407518,61,0,0.343653846,5199,12,0,1,0,0
1548,0,0.9999999,83,0,0,9704,4,0,0,0,0
1549,0,0.198673754,44,0,2.699720112,2500,13,0,3,0,0
1550,0,0.905468868,31,1,0.35297212,1900,6,0,0,2,0
1551,0,0.011986243,77,0,0.010284245,7000,21,0,0,0,0
1552,0,0.31309339,57,0,1.64846981,2417,8,0,1,0,0
1553,0,0.12724513,46,0,0.643,14999,11,0,5,0,0
1554,0,0,42,0,0.108598726,12559,5,0,1,0,3
1555,0,0.029725902,67,0,685,NA,8,0,0,0,0
1556,0,0.312571479,33,0,0.107851172,6100,5,0,0,0,0
1557,0,0,34,0,0.062897655,5500,2,0,0,0,0
1558,0,0.809738087,49,0,0.196738963,6500,5,0,0,0,2
1559,0,0.085108409,54,0,0.160825176,9500,7,0,1,0,1
1560,0,0.973447395,42,0,0.468198992,3175,9,0,1,0,0
1561,0,0.933834167,57,2,6696,NA,8,0,2,0,0
1562,0,0.041826362,58,0,2707,NA,4,0,1,0,2
1563,0,0.639081992,48,0,0.362545818,3000,5,1,1,0,1
1564,0,0.100835967,87,0,140,NA,6,0,0,0,0
1565,0,0.06839772,86,0,60,NA,7,0,0,0,0
1566,0,0.019376663,68,0,1277,NA,12,0,1,0,NA
1567,0,0,88,1,0,9265,7,0,0,0,0
1568,0,0.05968851,76,0,0.282181539,10432,20,0,2,0,0
1569,0,0.027999026,70,0,24,NA,8,0,0,0,0
1570,0,0.085783584,72,0,0.16900596,5200,12,0,0,0,1
1571,0,0.132240176,59,0,0.549862534,4000,9,0,1,0,0
1572,0,0.085633991,49,0,0.227886057,2000,14,0,0,0,0
1573,0,0.924107143,24,0,0.135388461,4800,7,0,0,0,2
1574,0,0.009495252,56,0,0.055031668,7104,2,0,0,0,1
1575,0,0.952798882,54,0,0.558740602,6383,10,0,1,0,1
1576,0,5.37E-05,41,0,0.108461814,5577,7,0,0,0,1
1577,0,0.655147395,46,0,0.378128675,5952,6,0,1,0,3
1578,0,0.329152121,41,0,0.534155364,4054,8,0,2,0,1
1579,0,0.017050203,64,0,0.583655513,7500,19,0,4,0,0
1580,0,0.9999999,30,1,0.154187958,4500,4,0,0,1,0
1581,1,0.602746575,42,0,0.260608705,9166,4,0,0,0,1
1582,0,0.004769675,89,0,0.000572902,3490,9,0,0,0,0
1583,0,0.034247393,43,0,0.159026599,5300,10,0,1,0,1
1584,0,0.170115934,63,0,0.208084051,6852,20,0,1,0,0
1585,0,0.310076467,37,0,0.255326195,9058,7,0,1,0,0
1586,0,0.999578992,55,4,0.148483601,7286,6,0,0,0,0
1587,0,0,26,0,0,2400,2,0,0,0,0
1588,0,0.380480301,68,0,0.051771117,2568,2,0,0,0,3
1589,0,0.187409279,38,0,0.49730054,5000,7,0,1,0,2
1590,0,0.68012303,48,0,245,NA,4,0,0,0,0
1591,0,0,26,0,0.337244676,2300,4,1,1,0,0
1592,0,0.273435385,48,0,0.218109655,10833,10,0,1,0,0
1593,0,0.284951627,52,0,0.380131887,4700,9,0,1,0,0
1594,0,0.336222047,44,0,0.234941265,4000,14,0,0,0,0
1595,0,0.030024681,61,0,0.852235551,1833,5,0,1,0,0
1596,0,0.008247756,66,0,0.943611278,5000,7,0,2,0,0
1597,0,0.137528803,42,0,0.504559635,8333,13,0,2,0,3
1598,0,0.54691406,67,0,2969,NA,6,0,2,0,0
1599,0,0.132249033,49,0,29,NA,2,0,0,0,NA
1600,1,0.9999999,35,1,0.900911497,3400,6,0,2,0,0
1601,0,0,53,2,2658,NA,7,0,1,0,0
1602,0,0.205274463,51,0,0.361329834,8000,10,0,1,0,0
1603,0,0,49,1,0.544228523,9416,11,0,3,0,2
1604,0,0.464195875,53,0,0.120938628,4985,8,0,0,0,0
1605,0,0.466768944,58,0,0.327109783,4016,8,0,1,0,0
1606,0,0.911540163,46,0,3353,NA,7,0,1,0,1
1607,0,0.014088028,51,0,0.007997715,3500,6,0,0,0,1
1608,0,0.536461805,45,1,0.142285905,3000,3,2,0,0,1
1609,0,0.918342055,33,0,0.270289344,2833,4,1,0,2,0
1610,0,0,51,0,2391,NA,10,0,2,0,0
1611,0,0.023224944,64,0,0.391854139,6800,18,0,4,0,3
1612,0,0.016128599,60,0,1812,NA,8,0,1,1,0
1613,0,1.034893879,39,0,0.439362795,9729,10,0,1,0,3
1614,0,0.147242638,85,0,88,NA,3,0,0,0,0
1615,1,0.983338887,27,0,0.106808245,1600,9,0,0,0,0
1616,0,0.839907542,29,0,364,2,8,0,0,0,0
1617,0,0.286009847,65,0,3622,NA,5,0,1,0,0
1618,0,0.267368644,50,0,0.420291743,23033,46,0,6,0,0
1619,0,0.28369669,61,0,0.61966257,4800,14,0,1,0,0
1620,0,0,26,1,0,0,2,0,0,0,0
1621,0,0.143931853,61,0,0.222951896,6090,9,0,1,0,0
1622,0,0.041104587,28,0,0.3041988,3500,8,0,0,0,0
1623,0,0.299417878,56,0,0.65971575,8583,11,0,2,0,0
1624,0,0,49,0,0.355376308,15000,12,0,2,0,3
1625,0,0.000428551,88,0,0.004481434,3123,5,0,0,0,0
1626,0,0.004505221,39,0,0.435848607,4200,6,0,2,0,2
1627,0,0.492643999,55,2,0.827377113,7750,13,0,2,0,0
1628,0,0.021547106,56,0,0.318019519,4200,12,0,2,0,2
1629,0,0.100173377,44,0,0.165314965,9000,9,0,1,0,2
1630,0,0.621007856,64,0,0.310222339,7600,14,1,2,0,1
1631,0,0.028752917,72,0,0.18566124,3500,21,0,1,0,0
1632,0,0.002681757,51,0,0.732788003,4400,13,0,2,0,2
1633,0,0.498488961,39,0,0.286938021,17860,13,0,1,0,0
1634,0,0.095340549,56,0,2779,NA,14,0,3,0,3
1635,0,0.097217141,43,0,0.276211189,13333,5,0,1,0,2
1636,0,0.447466239,44,0,0.443923077,12999,8,0,2,0,2
1637,0,0.045759314,41,0,0.409914601,4800,17,0,2,0,2
1638,0,0,41,0,0.00419958,10000,7,0,0,0,0
1639,0,0.360688717,70,0,0.595462092,1806,7,0,0,0,0
1640,0,0.726088978,36,2,0.137081955,2720,4,2,0,1,2
1641,0,0.129547536,53,0,0.562443192,5500,17,0,1,0,2
1642,0,0.123218186,47,0,0.750680787,9914,11,0,2,0,5
1643,0,0.033214349,66,0,1784,NA,5,0,2,0,0
1644,0,0.010893096,71,0,0.194158076,4073,8,1,0,0,0
1645,0,0.769773734,53,0,0.278075992,9500,12,0,2,0,1
1646,0,0.006654485,50,0,740,NA,7,0,1,0,4
1647,0,0,69,0,0,NA,4,0,0,0,0
1648,0,0.175604436,28,0,28,NA,2,0,0,0,NA
1649,1,0.922505535,45,0,0.501614046,12700,11,0,4,0,1
1650,0,0.455154587,49,1,0.913286004,1971,11,0,0,0,0
1651,0,0.654650704,33,0,0.481544577,7043,11,0,2,0,1
1652,0,0.84490946,60,0,0.357151076,8690,6,0,1,0,2
1653,0,0.9999999,34,0,0.357756601,6400,6,0,2,0,0
1654,0,0.033983551,34,0,0.243744128,11708,14,0,2,0,0
1655,0,0,44,0,0.183349121,9500,11,0,1,0,2
1656,0,0.024378631,52,0,0.150484952,10000,4,0,1,0,3
1657,0,0.770867868,49,0,0.24042455,6500,8,0,0,0,0
1658,0,0,71,0,0.233691577,4000,6,0,1,0,2
1659,0,0,46,0,0.149445764,5051,3,0,1,0,0
1660,0,0.337735888,48,1,3005,NA,11,0,1,0,2
1661,0,0.026621989,62,0,0.290083632,4184,8,0,1,0,2
1662,0,0.880186636,41,0,0.211888395,2472,10,0,0,0,0
1663,1,0.9999999,50,1,1305,NA,2,0,1,0,0
1664,0,0.115814589,37,1,0.067859022,1900,4,0,0,0,0
1665,0,0.99200034,57,0,0.555111222,4000,8,0,1,0,0
1666,0,0.212526282,43,1,0.206479352,10000,8,0,2,0,0
1667,0,1.708044916,47,0,1.862758161,1500,6,0,1,0,0
1668,0,0.132463863,44,0,0.120768229,3071,11,0,0,0,1
1669,0,0.456585044,32,0,0.630046584,2575,9,0,2,0,0
1670,0,0.9999999,29,0,0,NA,0,0,0,0,0
1671,0,0.558873832,30,0,0.214595135,3000,9,0,0,0,0
1672,0,0.093454384,43,0,3986,NA,25,0,2,0,0
1673,0,0.850299401,41,0,1845,NA,3,0,0,0,0
1674,0,0.102222373,32,0,0.716513395,2500,6,0,1,0,0
1675,0,0,52,0,0.360159658,10772,10,0,1,0,4
1676,0,0.883293947,36,0,0.3118458,7833,7,0,1,0,0
1677,0,0,34,0,0.36540709,2566,3,0,0,0,0
1678,0,0.03839346,76,0,0.01371298,10500,11,0,0,0,0
1679,0,0.903123346,47,0,0.342544069,8395,8,0,2,0,0
1680,0,0.496968813,39,1,0.15199392,25000,11,0,2,0,3
1681,0,0.940774925,41,2,0.381154711,4000,10,0,1,0,1
1682,0,0.9999999,35,0,0.007617597,5250,1,0,0,0,0
1683,0,1.025987006,63,6,0.521441726,3800,8,2,2,1,1
1684,0,0.071129391,80,0,0.093687518,3500,6,0,0,0,0
1685,0,0,40,0,509,NA,3,0,0,0,0
1686,0,0.01150123,43,0,0.418702196,4052,4,0,1,0,0
1687,0,0,60,0,114,NA,7,0,0,0,0
1688,0,0.425597312,43,0,0.302766085,3325,4,0,1,1,0
1689,0,0.087452779,71,0,1959,NA,11,0,1,0,2
1690,0,0,44,0,0.431305341,3500,4,0,1,0,2
1691,0,0.630787623,67,0,0.37942033,7210,12,0,2,0,0
1692,0,0.0049619,74,1,8,NA,9,0,0,0,0
1693,0,0.016861692,48,0,0.425821711,12260,12,0,5,0,4
1694,0,0.195056302,73,0,1529,NA,10,0,1,0,2
1695,0,0.231831982,44,0,0.192690243,12667,6,0,1,0,2
1696,0,0.306338732,57,0,0.376373626,6915,12,0,3,0,2
1697,0,0.9999999,49,0,2883,0,9,0,2,0,1
1698,0,0.328573722,66,1,0.293398759,10800,17,0,2,0,1
1699,0,0.818659658,58,0,1.042791442,5000,11,0,2,0,0
1700,0,0.24664436,45,0,0.10996858,3500,5,0,0,0,1
1701,0,0.084138627,67,1,1295,NA,10,1,2,0,3
1702,0,0.01029897,29,0,0.00119952,2500,1,0,0,0,0
1703,0,0.090361993,77,0,0.311583578,4091,7,0,1,0,0
1704,0,0.568392168,35,0,0.903676471,2719,9,0,1,0,0
1705,0,0.005451823,59,0,0.00119976,5000,7,0,0,0,0
1706,0,0.043255885,33,1,0.009998276,5800,7,0,0,0,0
